number,values,param_gamma,param_theta,param_m0,param_n_instances,param_size_inst_0,param_weight_inst_0,param_size_inst_1,param_weight_inst_1,param_size_inst_2,param_weight_inst_2,param_size_inst_3,param_weight_inst_3,param_size_inst_4,param_weight_inst_4,param_size_inst_5,param_weight_inst_5,param_size_inst_6,param_weight_inst_6,attr_custom_sizes,attr_gamma,attr_m0,attr_n_instances,attr_theta,attr_weights
23,"[1.0094760241167002, 1.014968865749248]",0.241521275,0.328621137,0.006793342,3,35.14418491,0.271080233,29.76838879,0.266180682,37.65302849,0.168292379,,,,,,,,,"[35.14418490738089, 29.768388793969045, 37.65302848791051]",0.241521275,0.006793342,3,0.328621137,"[0.3842094354489948, 0.3772651688768606, 0.2385253956741446]"
24,"[1.0498036521331378, 1.088640422013339]",0.399376706,0.577822986,0.006157659,4,23.30207981,0.213828544,19.28319192,0.484922258,23.91374818,0.82868182,31.29339867,0.3688887,,,,,,,"[23.302079809794893, 19.283191924185854, 23.913748181035295, 31.293398670440503]",0.399376706,0.006157659,4,0.577822986,"[0.11275965801058666, 0.2557173473721381, 0.43699441159501135, 0.19452858302226386]"
25,"[0.9234930074161004, 0.943788362889813]",0.006835518,0.026458571,0.007480729,4,37.96610483,0.875136199,24.30021738,0.449237525,30.86506188,0.200055269,34.31688432,0.858894828,,,,,,,"[37.96610483224712, 24.30021738324406, 30.86506187689367, 34.31688432424242]",0.006835518,0.007480729,4,0.026458571,"[0.3671914790956853, 0.18849202151417327, 0.0839396088255684, 0.3603768905645731]"
26,"[1.0138177639877675, 1.0261828277373386]",0.345330485,0.543794173,0.001622592,5,19.56247897,0.017344256,26.32648247,0.042463619,24.51080687,0.164919774,37.85895129,0.617301161,36.12184595,0.795072588,,,,,"[19.562478968786884, 26.326482466917835, 24.510806873223157, 37.85895129073593, 36.12184595210649]",0.345330485,0.001622592,5,0.543794173,"[0.01059449099567456, 0.025938294880456556, 0.10073888786019776, 0.3770695950597128, 0.48565873120395825]"
30,"[0.7181639433394027, 1.477070660718858]",0.143122614,0.052357984,0.002325408,7,31.57487166,0.388906743,20.56609502,0.334272582,26.86137975,0.249765735,15.57992929,0.720085354,39.54047819,0.756881123,28.63015391,0.524617538,18.72908532,0.431120217,"[31.574871662367023, 20.56609502338657, 26.861379754331004, 15.579929294308668, 39.54047818770394, 28.630153913745374, 18.72908531699303]",0.143122614,0.002325408,7,0.052357984,"[0.11419459552270649, 0.09815237960583653, 0.07333865390113532, 0.21143849284280822, 0.2222428259972919, 0.15404332421259437, 0.12658972791762715]"
31,"[0.7044907209129067, 0.7574117625147241]",0.138113559,0.258741778,0.001403945,5,20.02201099,0.73196788,34.91316431,0.359199125,21.51203091,0.920059496,26.91485586,0.088438077,22.84738365,0.597752051,,,,,"[20.022010988633276, 34.91316430667953, 21.512030905602636, 26.914855858706932, 22.847383645097555]",0.138113559,0.001403945,5,0.258741778,"[0.27135885195874415, 0.13316412503710276, 0.3410891318922953, 0.032786213253582185, 0.2216016778582756]"
33,"[0.9580006652035215, 0.9797772417431079]",0.134606397,0.047443242,0.005473205,2,26.46022575,0.782733998,33.42444064,0.215851239,,,,,,,,,,,"[26.46022574720999, 33.424440635200455]",0.134606397,0.005473205,2,0.047443242,"[0.7838429495781418, 0.21615705042185823]"
36,"[0.8718036311660872, 1.2724419998989267]",0.074014245,0.420381746,0.001401846,4,37.11384062,0.952238952,15.7196479,0.602020588,16.14440878,0.094990507,39.73040115,0.36682245,,,,,,,"[37.11384062308771, 15.719647904415593, 16.144408784536886, 39.73040115074948]",0.074014245,0.001401846,4,0.420381746,"[0.4723237646381351, 0.29861058508813765, 0.04711661274903104, 0.18194903752469616]"
37,"[0.802860807439757, 2.0725811117802015]",0.08597448,0.512197797,0.001975369,5,24.99225577,0.107226046,15.60213272,0.947608061,31.8596095,0.692908144,33.54532181,0.87252529,26.13158149,0.314763346,,,,,"[24.992255772397783, 15.602132722384843, 31.859609498431833, 33.54532180565012, 26.131581489206702]",0.08597448,0.001975369,5,0.512197797,"[0.036533191610474296, 0.322861358972915, 0.2360820620693877, 0.2972797642010484, 0.10724362314617462]"
38,"[1.0398370476162102, 1.0516982383210494]",0.270955069,0.366292672,0.00524813,2,21.8349152,0.983297066,37.6841407,0.464534027,,,,,,,,,,,"[21.834915196273265, 37.684140697891785]",0.270955069,0.00524813,2,0.366292672,"[0.6791517814611296, 0.32084821853887036]"
40,"[1.0238602947912951, 1.0369873527199178]",0.280218015,0.595854955,0.004613673,4,37.0467621,0.914710012,23.61474039,0.745920864,32.48598869,0.596922893,26.12358187,0.344270382,,,,,,,"[37.04676209527136, 23.61474038929464, 32.485988686198226, 26.123581872352077]",0.280218015,0.004613673,4,0.595854955,"[0.3515648862846461, 0.28669149824112933, 0.2294247644824988, 0.13231885099172583]"
41,"[1.0284390402600567, 1.0595185682682147]",0.455201072,0.191589987,0.005556858,4,16.25862189,0.777941248,27.73647362,0.499095843,19.73613027,0.805142855,25.19184225,0.621747042,,,,,,,"[16.25862189435523, 27.736473623180498, 19.736130271681716, 25.191842247775448]",0.455201072,0.005556858,4,0.191589987,"[0.28770793411323226, 0.18458184913661177, 0.29776797167327423, 0.22994224507688169]"
43,"[1.011526710547605, 1.0174112006525344]",0.250061474,0.147564012,0.005760186,4,36.9115296,0.757902411,36.77119226,0.351003683,36.21240611,0.999117917,35.37720392,0.918900888,,,,,,,"[36.911529597501755, 36.77119226155107, 36.21240611008115, 35.377203915779035]",0.250061474,0.005760186,4,0.147564012,"[0.2503869228812434, 0.11596048627598946, 0.33007687677471265, 0.30357571406805445]"
44,"[0.8716900954031429, 0.8765060494666953]",0.025446652,0.051611089,0.004708991,6,22.5155336,0.881878081,39.45484711,0.794768213,38.97732438,0.881598384,23.19896201,0.944127345,32.41613993,0.105088613,20.21468377,0.644760925,,,"[22.515533602027727, 39.45484711249573, 38.9773243801112, 23.19896201427511, 32.41613992888935, 20.214683773078523]",0.025446652,0.004708991,6,0.051611089,"[0.20739231682475484, 0.18690658561557036, 0.20732654013592255, 0.2220315500719935, 0.02471381404179436, 0.15162919330996447]"
45,"[1.013154569438095, 1.4936936793957771]",0.213057287,0.209928118,0.005657828,5,34.83812272,0.105844592,28.9145959,0.125061002,34.37201114,0.088966733,15.07276389,0.616361157,24.99481119,0.724931233,,,,,"[34.838122718096386, 28.91459590386426, 34.3720111390939, 15.072763893545908, 24.99481118722501]",0.213057287,0.005657828,5,0.209928118,"[0.0637170964243072, 0.07528513014272853, 0.05355684007419584, 0.3710415652611239, 0.4363993680976445]"
46,"[1.0310078729168888, 1.0534343651188651]",0.237370805,0.12886026,0.001270255,2,19.51276539,0.728882462,30.27272942,0.819215216,,,,,,,,,,,"[19.512765385189535, 30.272729418436526]",0.237370805,0.001270255,2,0.12886026,"[0.47082459496755863, 0.5291754050324413]"
48,"[1.020226353200263, 1.0364552980788342]",0.393700891,0.272230877,0.007681647,7,37.1902442,0.401111979,21.52362481,0.73663404,29.97821439,0.071507338,27.52270009,0.336929992,35.7764192,0.929641597,30.66280726,0.986799311,28.98572313,0.145423414,"[37.190244197979105, 21.52362481290671, 29.978214390462202, 27.522700090040388, 35.77641920061392, 30.66280725971402, 28.985723128263153]",0.393700891,0.007681647,7,0.272230877,"[0.11117147434962325, 0.2041641650825074, 0.0198188450954704, 0.09338291029064615, 0.25765779203177286, 0.2734995213425664, 0.040305291807413525]"
51,"[1.0121764230637107, 1.0229492392309634]",0.345330485,0.271970015,0.001517011,3,19.56247897,0.017344256,21.52491003,0.042463619,28.71335572,0.83225873,,,,,,,,,"[19.562478968786884, 21.524910026690172, 28.713355715441324]",0.345330485,0.001517011,3,0.271970015,"[0.019442781425904224, 0.04760139945630841, 0.9329558191177874]"
52,"[0.9161472745053991, 0.9339514585108453]",0.089171038,0.051611089,0.004708991,6,34.92048561,0.881878081,39.45484711,0.794768213,38.73057227,0.152710768,25.59426558,0.94252022,29.89041019,0.377469488,23.84650603,0.173491296,,,"[34.920485612258176, 39.45484711249573, 38.73057227065952, 25.594265581070953, 29.89041018647841, 23.846506026939146]",0.089171038,0.004708991,6,0.051611089,"[0.2653990545408976, 0.23918355255057722, 0.045957932604086725, 0.2836491580568816, 0.11359852038942962, 0.05221178185812719]"
56,"[0.8812793938614275, 0.9469167041007847]",0.134606397,0.151309064,0.005473205,2,24.05814451,0.782733998,26.13449542,0.215851239,,,,,,,,,,,"[24.058144508324965, 26.134495422247944]",0.134606397,0.005473205,2,0.151309064,"[0.7838429495781418, 0.21615705042185823]"
59,"[1.0013403306672504, 1.0595409815214607]",0.233188225,0.213520718,0.005556858,4,16.25862189,0.653323648,27.73647362,0.26860698,16.49862681,0.693270109,25.2468044,0.621352156,,,,,,,"[16.25862189435523, 27.736473623180498, 16.498626814439348, 25.246804404682432]",0.233188225,0.005556858,4,0.213520718,"[0.2921118699614263, 0.12009864853937612, 0.3099725974747163, 0.27781688402448124]"
60,"[1.057038288731352, 1.1159699885942675]",0.495713405,0.229127006,0.00379468,5,16.81407132,0.782733998,32.83550708,0.215851239,32.26271673,0.477962279,31.9225578,0.046335873,33.08452356,0.431477274,,,,,"[16.814071322310596, 32.835507081051794, 32.2627167332009, 31.92255780227012, 33.08452355618386]",0.495713405,0.00379468,5,0.229127006,"[0.4005064227151766, 0.1104459599409742, 0.24456196219525095, 0.023708967236207273, 0.22077668791239088]"
61,"[1.0483915642345312, 1.0931380963528474]",0.219604695,0.369545047,0.004542888,7,38.52852668,0.543547788,15.7490152,0.172859245,39.92235793,0.275366636,20.93246766,0.370140284,17.60268337,0.3524163,36.20650769,0.24198942,35.64394513,0.786042053,"[38.528526675799434, 15.749015197915853, 39.92235792928347, 20.932467659083702, 17.602683365285642, 36.20650768699656, 35.64394513039861]",0.219604695,0.004542888,7,0.369545047,"[0.1982042641076006, 0.0630329848905142, 0.10041222271047598, 0.13497135706909424, 0.12850832068656487, 0.08824124754449857, 0.2866296029912515]"
64,"[1.000789471078156, 1.320471665121958]",0.487519951,0.514452731,0.007496929,7,33.29336697,0.12348135,19.70333579,0.571564857,22.89298444,0.812394663,25.53938663,0.874231077,25.81956092,0.786468222,37.06587545,0.24120685,17.17264847,0.708822483,"[33.29336697119116, 19.70333578925802, 22.892984436096235, 25.539386633786126, 25.819560922271904, 37.065875453908006, 17.17264846964249]",0.487519951,0.007496929,7,0.514452731,"[0.02998452343802645, 0.1387909983106675, 0.19727081719375017, 0.2122863268754762, 0.19097519459516107, 0.058571375043711536, 0.1721207645432071]"
65,"[0.8449148161871837, 0.85700560390466]",0.063400363,0.151309064,0.003950256,3,24.05814451,0.818547352,26.13449542,0.79363102,38.27909734,0.84081113,,,,,,,,,"[24.058144508324965, 26.134495422247944, 38.27909733704653]",0.063400363,0.003950256,3,0.151309064,"[0.33369378514984976, 0.3235362482377373, 0.3427699666124128]"
67,"[0.8466490120726051, 0.8511273723020322]",0.063400363,0.151309064,0.003871057,3,24.05814451,0.708542232,26.13449542,0.110766194,36.56235522,0.685458652,,,,,,,,,"[24.058144508324965, 26.134495422247944, 36.56235522337148]",0.063400363,0.003871057,3,0.151309064,"[0.47086505424229985, 0.07361019228929781, 0.4555247534684023]"
70,"[1.0986545805386985, 1.1982350563257265]",0.417640824,0.471233923,0.005687986,3,17.96866772,0.71609588,31.6306134,0.879114546,32.07681826,0.100413005,,,,,,,,,"[17.968667721082806, 31.63061340264587, 32.076818261241314]",0.417640824,0.005687986,3,0.471233923,"[0.422320113460967, 0.5184609568112106, 0.05921892972782241]"
71,"[0.8986668388937556, 0.9623535185598028]",0.135831068,0.590923124,0.004930962,4,30.96031104,0.68356569,33.7739004,0.457231466,29.6916111,0.39596499,27.94266181,0.948272441,,,,,,,"[30.96031103745054, 33.77390039620012, 29.691611100341305, 27.942661813550426]",0.135831068,0.004930962,4,0.590923124,"[0.2750729079990726, 0.18399400480542386, 0.15933983056221762, 0.3815932566332859]"
73,"[1.0110737249703543, 1.0125206239594837]",0.339598118,0.471233923,0.004355511,3,31.11430088,0.295374923,31.6306134,0.359199125,33.19863801,0.262837069,,,,,,,,,"[31.114300878368315, 31.63061340264587, 33.19863800782247]",0.339598118,0.004355511,3,0.471233923,"[0.32196571173350774, 0.39153561403164355, 0.2864986742348487]"
75,"[1.018470615679207, 1.041323582736141]",0.393700891,0.272230877,0.004708991,7,22.5155336,0.401111979,21.52362481,0.73663404,28.41198686,0.944822771,31.31069933,0.451435156,25.43172322,0.375387754,33.58296265,0.504731438,31.46913847,0.000584147,"[22.515533602027727, 21.52362481290671, 28.411986864792894, 31.310699332898828, 25.43172321522041, 33.58296265014413, 31.469138467303768]",0.393700891,0.004708991,7,0.272230877,"[0.11746599215235032, 0.21572391977055977, 0.27669217081058856, 0.1322031783796339, 0.10993263029308335, 0.14781104070140758, 0.00017106789237650018]"
76,"[0.8605403937917215, 0.9330282959444679]",0.097634765,0.344287788,0.004469486,3,31.11430088,0.690172456,31.6306134,0.329740637,27.28957815,0.186394434,,,,,,,,,"[31.114300878368315, 31.63061340264587, 27.28957815029497]",0.097634765,0.004469486,3,0.344287788,"[0.5721364081491053, 0.27334707748779963, 0.15451651436309494]"
78,"[1.021398655409439, 1.0874756646839558]",0.233188225,0.213520718,0.001622592,5,22.75301785,0.970885571,26.32648247,0.042463619,16.84233754,0.924646609,33.55142374,0.900603524,29.31540747,0.449889684,,,,,"[22.75301784775705, 26.326482466917835, 16.842337540093872, 33.551423744993414, 29.315407465297184]",0.233188225,0.001622592,5,0.213520718,"[0.29523759055001636, 0.012912805453968492, 0.28117673699321444, 0.27386545077599456, 0.13680741622680623]"
80,"[0.8771751056353719, 0.9516626913490103]",0.134606397,0.448899604,0.005473205,2,26.46022575,0.782733998,33.42444064,0.215851239,,,,,,,,,,,"[26.46022574720999, 33.424440635200455]",0.134606397,0.005473205,2,0.448899604,"[0.7838429495781418, 0.21615705042185823]"
82,"[0.6029206352126412, 4.128494528595996]",0.1452613,0.407450694,0.007519579,7,28.5191187,0.811968443,36.78079858,0.943459646,35.49441808,0.330936175,32.20703502,0.64454364,15.69588959,0.960298218,20.2060575,0.827945353,38.35425367,0.707833095,"[28.51911869871327, 36.780798575590715, 35.494418084100914, 32.207035019737006, 15.695889586256762, 20.206057500519066, 38.35425367399989]",0.1452613,0.007519579,7,0.407450694,"[0.15534165680052456, 0.18049788245770937, 0.06331301928507954, 0.1233107982722721, 0.1837193519387192, 0.1583982775564162, 0.13541901368927906]"
83,"[1.0248762441285306, 1.1083679970772016]",0.213057287,0.510082268,0.004213375,4,19.71326469,0.730667391,28.9145959,0.125061002,25.52549656,0.946606146,25.02589553,0.056350915,,,,,,,"[19.713264687340477, 28.91459590386426, 25.525496562403763, 25.025895532952028]",0.213057287,0.004213375,4,0.510082268,"[0.3931097588104369, 0.06728465091207127, 0.5092879723696951, 0.03031761790779674]"
84,"[0.6936928541093192, 1.0985079520242234]",0.185635866,0.328621137,0.006793342,4,18.75189321,0.993140829,16.26160947,0.882734141,30.87630304,0.877998487,38.46441772,0.822582083,,,,,,,"[18.75189320620461, 16.261609474593964, 30.876303039843908, 38.46441771951776]",0.185635866,0.006793342,4,0.328621137,"[0.27768857135295566, 0.24681815038822738, 0.24549403087094954, 0.22999924738786734]"
89,"[0.5650332313577048, 1.1537124078793275]",0.138113559,0.258741778,0.007710047,5,20.02201099,0.73196788,34.91316431,0.359199125,36.06977957,0.008867023,28.70252611,0.206558529,28.44172484,0.611814736,,,,,"[20.022010988633276, 34.91316430667953, 36.069779572776895, 28.702526107148472, 28.44172483673517]",0.138113559,0.007710047,5,0.258741778,"[0.3815497794850731, 0.1872381983358108, 0.004622075100171398, 0.10767188499464372, 0.318918062084301]"
90,"[0.8442406334760215, 0.8499527106014865]",0.052685684,0.534068606,0.002959721,7,34.04959117,0.933678683,32.86435185,0.921848907,31.75748036,0.869624355,27.03334042,0.780317938,24.03064397,0.979019065,17.84475639,0.548742245,31.33490183,0.650724032,"[34.049591168916166, 32.864351851410234, 31.75748035931516, 27.033340415159437, 24.030643973678384, 17.84475638717209, 31.334901834795243]",0.052685684,0.002959721,7,0.534068606,"[0.16426566466526732, 0.16218440689226213, 0.15299634159006506, 0.13728432172792682, 0.17224257170667856, 0.09654232366222681, 0.11448436975557331]"
93,"[0.8439433875231748, 0.8957028038687491]",0.03820258,0.258741778,0.004631149,6,23.73339793,0.73196788,34.3630941,0.301602426,23.343334,0.911882619,34.85227691,0.336281604,21.71144728,0.52186453,27.64850767,0.30309356,,,"[23.733397932696953, 34.363094101569416, 23.34333400480117, 34.852276908388205, 21.711447275167217, 27.648507672007344]",0.03820258,0.004631149,6,0.258741778,"[0.2356100102396656, 0.09708151490876504, 0.29352199628471987, 0.10824424740542142, 0.16798074145738773, 0.09756148970404031]"
96,"[0.6030467716580038, 2.006642419548965]",0.148265166,0.369545047,0.007480729,4,37.96610483,0.875136199,24.30021738,0.449237525,27.33207997,0.948891222,17.69991436,0.977079922,,,,,,,"[37.96610483224712, 24.30021738324406, 27.33207997485813, 17.699914364726784]",0.148265166,0.007480729,4,0.369545047,"[0.2692441062034807, 0.1382122645766678, 0.291935551637049, 0.3006080775828025]"
99,"[1.1196127118511325, 1.2618176068447857]",0.241521275,0.328621137,0.002270937,5,23.26488339,0.286754814,21.95852293,0.979319597,16.30096645,0.65829712,15.57074847,0.295010442,17.65542223,0.966700792,,,,,"[23.264883391918154, 21.958522931550007, 16.300966450530005, 15.570748474987557, 17.655422226695435]",0.241521275,0.002270937,5,0.328621137,"[0.09000231171727491, 0.30737418608168426, 0.20661645297699743, 0.0925934647827035, 0.3034135844413399]"
102,"[1.0096839491344436, 1.0487095796016304]",0.321551502,0.579035868,0.004708991,7,39.810498,0.728882462,21.45133529,0.819215216,26.7120969,0.370400959,34.61164459,0.107189264,27.65211207,0.036702585,30.08758811,0.166261665,35.29768883,0.484732505,"[39.810498002982555, 21.451335294662986, 26.712096904903575, 34.61164459144433, 27.65211206756913, 30.087588114868602, 35.29768882533272]",0.321551502,0.004708991,7,0.579035868,"[0.26862481915857617, 0.30191635908442815, 0.1365088278691722, 0.039503895423766366, 0.013526495223271085, 0.06127463886576611, 0.17864496437501998]"
104,"[0.855859250230295, 1.0818103882184429]",0.027522955,0.579035868,0.003391123,7,39.810498,0.066680036,24.22663576,0.980579744,15.27061755,0.5752428,34.37222886,0.185481271,36.33796802,0.237835174,22.50380491,0.652855734,21.90530465,0.040372733,"[39.810498002982555, 24.22663576203427, 15.270617547828797, 34.37222886287835, 36.33796801989157, 22.503804908099912, 21.905304652244766]",0.027522955,0.003391123,7,0.579035868,"[0.024344242320444447, 0.3580002710474515, 0.2100156356641317, 0.06771743509426664, 0.08683134357476127, 0.2383513742949713, 0.014739698003973189]"
105,"[0.8630927119611314, 0.9679755998272833]",0.030289273,0.061572582,0.004955641,6,31.52604366,0.543547788,36.78079858,0.943459646,18.26299141,0.283019149,34.77829201,0.162579066,18.36497353,0.537255982,27.51140544,0.296473053,,,"[31.52604366410388, 36.780798575590715, 18.26299141157471, 34.778292005508916, 18.364973529252936, 27.511405435093458]",0.030289273,0.004955641,6,0.061572582,"[0.1964866329248732, 0.34105043459974815, 0.10230835423967623, 0.058770570032863095, 0.19421221336457672, 0.10717179483826261]"
106,"[0.8523951118502762, 0.8553276306991217]",0.089171038,0.051611089,0.004708991,6,20.26750752,0.881878081,39.45484711,0.794768213,33.66666697,0.434948117,33.25902617,0.306034463,23.76368595,0.078089229,36.60826657,0.835569637,,,"[20.26750751937491, 39.45484711249573, 33.666666973092376, 33.2590261747671, 23.763685946334352, 36.60826656611323]",0.089171038,0.004708991,6,0.051611089,"[0.26472588082783133, 0.23857687337286357, 0.13056455956666171, 0.09186671541770042, 0.02344115393022033, 0.2508248168847226]"
108,"[0.5919497985762056, 1.1151082655172273]",0.138113559,0.258741778,0.007710047,5,20.02201099,0.73196788,33.31109848,0.504276988,35.4886373,0.114120479,18.5738721,0.387199344,25.47189544,0.432511158,,,,,"[20.022010988633276, 33.31109848129806, 35.48863730493329, 18.573872102338026, 25.471895444054876]",0.138113559,0.007710047,5,0.258741778,"[0.3373005971824326, 0.23237758631995997, 0.05258824439172645, 0.17842664099225078, 0.19930693111363013]"
109,"[1.011830453746546, 1.0126321615891747]",0.163626018,0.323608677,0.002325408,2,32.62014133,0.388906743,36.55480135,0.83083132,,,,,,,,,,,"[32.62014133370529, 36.554801354079274]",0.163626018,0.002325408,2,0.323608677,"[0.3188444756954634, 0.6811555243045365]"
110,"[0.7435329094540782, 1.265439715271622]",0.097634765,0.492241057,0.003480367,6,23.59453468,0.690172456,33.7739004,0.329740637,33.27225365,0.518398979,38.15669155,0.352934535,38.21675132,0.504901952,17.3722476,0.210313299,,,"[23.594534676339396, 33.77390039620012, 33.27225364820469, 38.15669154982916, 38.2167513199508, 17.372247604600968]",0.097634765,0.003480367,6,0.492241057,"[0.2647928470360276, 0.12650890564913844, 0.1988899155425803, 0.13540751946169025, 0.19371162122803212, 0.08068919108253123]"
111,"[0.8267490572552257, 0.9849405327279288]",0.085955293,0.12886026,0.007519579,2,34.04959117,0.089432045,16.10189259,0.138496624,,,,,,,,,,,"[34.049591168916166, 16.101892590916627]",0.085955293,0.007519579,2,0.12886026,"[0.3923685667286167, 0.6076314332713834]"
